review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags,review_number,total_aspects,has_aspect,fold
"Essa TV atendeu minhas expectativas, en tudo, facil de acessar a internet, até a qualidade do som me surpreendeu, mui boa.","['Essa', 'TV', 'atendeu', 'minhas', 'expectativas', ',', 'en', 'tudo', ',', 'facil', 'de', 'acessar', 'a', 'internet', ',', 'até', 'a', 'qualidade', 'do', 'som', 'me', 'surpreendeu', ',', 'mui', 'boa', '.']","['tv', 'internet', 'som']","['atendeu minhas expectativas', 'facil de acessar', 'surpreendeu']",['produto'],['mui boa'],,"[[1, 2], [13, 14], [19, 20]]","[[2, 5], [9, 12], [21, 22]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",193,3,1,2
Gostei muito! Apenas para captar o sinal digital de tv aberta é mais difícil do que outras marcas .exige uma antena UHF potente,"['Gostei', 'muito', '!', 'Apenas', 'para', 'captar', 'o', 'sinal', 'digital', 'de', 'tv', 'aberta', 'é', 'mais', 'difícil', 'do', 'que', 'outras', 'marcas', '.exige', 'uma', 'antena', 'UHF', 'potente']",['sinal digital'],['mais difícil'],['produto'],['gostei muito'],,"[[7, 9]]","[[13, 15]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",173,1,1,2
"Ótima TV, recomendo, qualidade excelente, vou comprar outra, entrega rápida...","['Ótima', 'TV', ',', 'recomendo', ',', 'qualidade', 'excelente', ',', 'vou', 'comprar', 'outra', ',', 'entrega', 'rápida', '...']","['tv', 'entrega']","['ótima', 'rápida']","['produto', 'produto']","['recomendo', 'qualidade excelente']",,"[[1, 2], [12, 13]]","[[0, 1], [13, 14]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']",87,2,1,2
"produto bom, o som que dessa a desejar,o que o conteudo fala cumpre smart tv conecta rapido,","['produto', 'bom', ',', 'o', 'som', 'que', 'd', 'essa', 'a', 'desejar', ',', 'o', 'que', 'o', 'conteudo', 'fala', 'cumpre', 'smart', 'tv', 'conecta', 'rapido', ',']","['produto', 'som', 'smart tv']","['bom', 'dessa a desejar', 'conecta rapido']",[],[],,"[[0, 1], [4, 5], [17, 19]]","[[1, 2], [6, 10], [19, 21]]","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O']",182,3,1,2
"Muito bom produto. Só faltou mais uma entrada USB. Smart TV eficiente, imagem ótima, controle remoto simplificado e eficiente.","['Muito', 'bom', 'produto', '.', 'Só', 'faltou', 'mais', 'uma', 'entrada', 'USB', '.', 'Smart', 'TV', 'eficiente', ',', 'imagem', 'ótima', ',', 'controle', 'remoto', 'simplificado', 'e', 'eficiente', '.']","['produto', 'entrada usb', 'smart tv', 'imagem', 'controle remoto']","['muito bom', 'faltou mais uma', 'eficiente', 'ótima', 'simplificado e eficiente']",[],[],,"[[2, 3], [8, 10], [11, 13], [15, 16], [18, 20]]","[[0, 2], [5, 8], [13, 14], [16, 17], [20, 23]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O']",46,5,1,2
"Comprei a TV e me surpreendi com a qualidade da mesma tanto que comprei mais uma . Smart Tv funciona muito bem. ótimo produto, recomendo.","['Comprei', 'a', 'TV', 'e', 'me', 'surpreendi', 'com', 'a', 'qualidade', 'da', 'mesma', 'tanto', 'que', 'comprei', 'mais', 'uma', '.', 'Smart', 'Tv', 'funciona', 'muito', 'bem', '.', 'ótimo', 'produto', ',', 'recomendo', '.']","['tv', 'tv', 'produto']","['surpreendi com a qualidade', 'funciona muito bem', 'ótimo']",['produto'],['recomendo'],,"[[2, 3], [18, 19], [24, 25]]","[[5, 9], [19, 22], [23, 24]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']",144,3,1,2
"Muito bom o produto, leve, fácil de montar, imagem e audio excelentes.","['Muito', 'bom', 'o', 'produto', ',', 'leve', ',', 'fácil', 'de', 'montar', ',', 'imagem', 'e', 'audio', 'excelentes', '.']","['produto', 'imagem', 'audio']","['muito bom', 'excelentes', 'excelentes']","['peso', 'montagem']","['leve', 'fácil de montar']",,"[[3, 4], [11, 12], [13, 14]]","[[0, 2], [14, 15], [14, 15]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O']",134,3,1,2
Ótima TV porem tem recursos listados que não funcionam como deveriam como o PIP (Picture in Picture) mas é uma ótima TV e recomendo!!,"['Ótima', 'TV', 'porem', 'tem', 'recursos', 'listados', 'que', 'não', 'funcionam', 'como', 'deveriam', 'como', 'o', 'PIP', '(', 'Picture', 'in', 'Picture', ')', 'mas', 'é', 'uma', 'ótima', 'TV', 'e', 'recomendo', '!', '!']","['tv', 'recursos', 'tv']","['ótima', 'não funcionam', 'ótima']",['produto'],['recomendo'],,"[[1, 2], [4, 5], [23, 24]]","[[0, 1], [7, 9], [22, 23]]","['O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",165,3,1,2
"Boa imagem, smart hub fácil de usar. O áudio poderia ser um pouco melhor.","['Boa', 'imagem', ',', 'smart', 'hub', 'fácil', 'de', 'usar', '.', 'O', 'áudio', 'poderia', 'ser', 'um', 'pouco', 'melhor', '.']","['imagem', 'smart hub', 'áudio']","['boa', 'fácil de usar', 'poderia ser um pouco melhor']",[],[],,"[[1, 2], [3, 5], [10, 11]]","[[0, 1], [5, 8], [11, 16]]","['O', 'B-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",26,3,1,2
"Excelente. Recomendo para quem não precisa acessá-la através de bluetooth, mas o Wifi também é excelente.","['Excelente', '.', 'Recomendo', 'para', 'quem', 'não', 'precisa', 'acessá-la', 'através', 'de', 'bluetooth', ',', 'mas', 'o', 'Wifi', 'também', 'é', 'excelente', '.']",['wifi'],['excelente'],"['produto', 'produto']","['excelente', 'recomendo']",,"[[14, 15]]","[[17, 18]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",303,1,1,3
"Tv nota dez, recomendo, show de televisao, podem comprar !","['Tv', 'nota', 'dez', ',', 'recomendo', ',', 'show', 'de', 'televisao', ',', 'podem', 'comprar', '!']","['tv', 'televisao']","['nota dez', 'show']",['produto'],['recomendo'],,"[[0, 1], [8, 9]]","[[1, 3], [6, 7]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",335,2,1,3
"Super recomendo. Smart tv muito boa, imagem bem nítida, excelente custo benefício.","['Super', 'recomendo', '.', 'Smart', 'tv', 'muito', 'boa', ',', 'imagem', 'bem', 'nítida', ',', 'excelente', 'custo', 'benefício', '.']","['smart tv', 'imagem', 'custo benefício']","['muito boa', 'bem nítida', 'excelente']",['produto'],['super recomendo'],,"[[3, 5], [8, 9], [13, 15]]","[[5, 7], [9, 11], [12, 13]]","['O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O']",405,3,1,3
"Tv boa, para quem compra com o intuito de assistir Netflix, Youtube. Qualidade da imagem deixa a desejar. Também é lenta para conectar o wifi.","['Tv', 'boa', ',', 'para', 'quem', 'compra', 'com', 'o', 'intuito', 'de', 'assistir', 'Netflix', ',', 'Youtube', '.', 'Qualidade', 'da', 'imagem', 'deixa', 'a', 'desejar', '.', 'Também', 'é', 'lenta', 'para', 'conectar', 'o', 'wifi', '.']","['tv', 'qualidade da imagem']","['boa', 'deixa a desejar']",['conexão'],['lenta'],,"[[0, 1], [15, 18]]","[[1, 2], [18, 21]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",674,2,1,3
"Uma tv de ótima qualidade, tudo certo, chegou no tempo previsto. Adorei","['Uma', 'tv', 'de', 'ótima', 'qualidade', ',', 'tudo', 'certo', ',', 'chegou', 'no', 'tempo', 'previsto', '.', 'Adorei']",['tv'],['ótima qualidade'],"['entrega', 'produto']","['no tempo previsto', 'adorei']",,"[[1, 2]]","[[3, 5]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",314,1,1,3
Trava toda hora as vezes roda 3 horas depois trava e 2 minutos controle como louco sai ou só tirando parede e religando para reiniciar sistema de processamento fraco.,"['Trava', 'toda', 'hora', 'as', 'vezes', 'roda', '3', 'horas', 'depois', 'trava', 'e', '2', 'minutos', 'controle', 'como', 'louco', 'sai', 'ou', 'só', 'tirando', 'parede', 'e', 'religando', 'para', 'reiniciar', 'sistema', 'de', 'processamento', 'fraco', '.']",['processamento'],['fraco'],['processamento'],['trava toda hora'],,"[[27, 28]]","[[28, 29]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']",554,1,1,3
"Função smart com iniciação lenta, mas depois que inicia é bem rápida pra rodar conteúdos. De vez em quando ela trava que é preciso tirar da tomada. Acho que é uma característica da samsung, pois os smartphones da marca são assim também.","['Função', 'smart', 'com', 'iniciação', 'lenta', ',', 'mas', 'depois', 'que', 'inicia', 'é', 'bem', 'rápida', 'pra', 'rodar', 'conteúdos', '.', 'De', 'vez', 'em', 'quando', 'ela', 'trava', 'que', 'é', 'preciso', 'tirar', 'da', 'tomada', '.', 'Acho', 'que', 'é', 'uma', 'característica', 'da', 'samsung', ',', 'pois', 'os', 'smartphones', 'da', 'marca', 'são', 'assim', 'também', '.']",['função smart'],['iniciação lenta'],['desempenho'],['trava'],,"[[0, 2]]","[[3, 5]]","['B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",962,1,1,3
"Bom produto, estou satisfeito com a compra. custo beneficio razoável.","['Bom', 'produto', ',', 'estou', 'satisfeito', 'com', 'a', 'compra', '.', 'custo', 'beneficio', 'razoável', '.']","['produto', 'custo beneficio']","['bom', 'razoável']",[],[],,"[[1, 2], [9, 11]]","[[0, 1], [11, 12]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O']",737,2,1,3
"Ótimo produto, atende bem as especificações e as minhas necessidades.","['Ótimo', 'produto', ',', 'atende', 'bem', 'as', 'especificações', 'e', 'as', 'minhas', 'necessidades', '.']",['produto'],['ótimo'],[],[],,"[[1, 2]]","[[0, 1]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",176,1,1,3
"Imagem muito boa, a funçao smart funciona muito bem, o som é um pouco ruim, pois é baixo e não tem qualidade muito boa, tenho outra da Sony de 32 polegadas e o som é bem melhor","['Imagem', 'muito', 'boa', ',', 'a', 'funçao', 'smart', 'funciona', 'muito', 'bem', ',', 'o', 'som', 'é', 'um', 'pouco', 'ruim', ',', 'pois', 'é', 'baixo', 'e', 'não', 'tem', 'qualidade', 'muito', 'boa', ',', 'tenho', 'outra', 'da', 'Sony', 'de', '32', 'polegadas', 'e', 'o', 'som', 'é', 'bem', 'melhor']","['imagem', 'funçao smart', 'som', 'som', 'som']","['muito boa', 'funciona muito bem', 'pouco ruim', 'baixo', 'não tem qualidade muito boa']",[],[],COMPARAÇÃO,"[[0, 1], [5, 7], [12, 13], [12, 13], [12, 13]]","[[1, 3], [7, 10], [15, 17], [20, 21], [22, 27]]","['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",972,3,1,3
chegou muito rápido. E a qualidade é muito boa. Eu recomendo...,"['chegou', 'muito', 'rápido', '.', 'E', 'a', 'qualidade', 'é', 'muito', 'boa', '.', 'Eu', 'recomendo', '...']",[],[],"['produto', 'produto', 'produto']","['chegou muito rápido', 'qualidade é muito boa', 'eu recomendo']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",835,0,0,3
"A imagem e os recursos da TV são bons, tem boa conectividade com a internet. Mas o som, parece de radinho de pilha, irritante.","['A', 'imagem', 'e', 'os', 'recursos', 'da', 'TV', 'são', 'bons', ',', 'tem', 'boa', 'conectividade', 'com', 'a', 'internet', '.', 'Mas', 'o', 'som', ',', 'parece', 'de', 'radinho', 'de', 'pilha', ',', 'irritante', '.']","['imagem', 'recursos', 'conectividade', 'som']","['bons', 'bons', 'boa', 'parece de radinho de pilha']",[],[],,"[[1, 2], [4, 5], [12, 13], [19, 20]]","[[8, 9], [8, 9], [11, 12], [21, 26]]","['O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",57,4,1,3
"A TV Smart Samsung 32"""" atende satisfatoriamente a necessidade em relação ao seu preço.","['A', 'TV', 'Smart', 'Samsung', '32', '""', '""', 'atende', 'satisfatoriamente', 'a', 'necessidade', 'em', 'relação', 'a', 'o', 'seu', 'preço', '.']",['preço'],['atende satisfatoriamente a necessidade'],[],[],,"[[16, 17]]","[[7, 11]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']",667,1,1,3
"PARABENS AO SUBMARINO, QUE ENTREGOU DENTRO DO PRAZO COMBINADO, ALEM DE EXCELENTE PREÇO NA TV SMART SAMSUNG","['PARABENS', 'AO', 'SUBMARINO', ',', 'QUE', 'ENTREGOU', 'DENTRO', 'DO', 'PRAZO', 'COMBINADO', ',', 'ALEM', 'DE', 'EXCELENTE', 'PREÇO', 'NA', 'TV', 'SMART', 'SAMSUNG']",['preço'],['excelente'],['entrega'],['dentro do prazo combinado'],,"[[14, 15]]","[[13, 14]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",293,1,1,3
O som é um pouco fraco e a televisão bastante lenta pra conectar na internet e acessar os aplicativos. Depois que estabelece conexão funciona perfeitamente.,"['O', 'som', 'é', 'um', 'pouco', 'fraco', 'e', 'a', 'televisão', 'bastante', 'lenta', 'pra', 'conectar', 'na', 'internet', 'e', 'acessar', 'os', 'aplicativos', '.', 'Depois', 'que', 'estabelece', 'conexão', 'funciona', 'perfeitamente', '.']","['som', 'televisão']","['pouco fraco', 'bastante lenta']",[],[],,"[[1, 2], [8, 9]]","[[4, 6], [9, 11]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",415,2,1,3
"Gostei do produto , facil manuseio, excelente imagem o som é bom , mais poderia melhorar, não gostei dos pezinhos de suporte são frageis e não dão muita segurança da a impressão que a tv pode cair. recomendo a compra.","['Gostei', 'do', 'produto', ',', 'facil', 'manuseio', ',', 'excelente', 'imagem', 'o', 'som', 'é', 'bom', ',', 'mais', 'poderia', 'melhorar', ',', 'não', 'gostei', 'dos', 'pezinhos', 'de', 'suporte', 'são', 'frageis', 'e', 'não', 'dão', 'muita', 'segurança', 'da', 'a', 'impressão', 'que', 'a', 'tv', 'pode', 'cair', '.', 'recomendo', 'a', 'compra', '.']","['produto', 'manuseio', 'imagem', 'som', 'pezinhos de suporte', 'pezinhos de suporte']","['gostei', 'facil', 'excelente', 'bom', 'não gostei', 'são frageis']",['produto'],['recomendo a compra'],,"[[2, 3], [5, 6], [8, 9], [10, 11], [21, 24], [21, 24]]","[[0, 1], [4, 5], [7, 8], [12, 13], [18, 20], [24, 26]]","['O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",983,5,1,3
"Produto de ótima qualidade, chegou dentro do prazo e com um ótimo preço!","['Produto', 'de', 'ótima', 'qualidade', ',', 'chegou', 'dentro', 'do', 'prazo', 'e', 'com', 'um', 'ótimo', 'preço', '!']","['produto', 'preço']","['ótima qualidade', 'ótimo']",['entrega'],['chegou dentro do prazo'],,"[[0, 1], [13, 14]]","[[2, 4], [12, 13]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']",656,2,1,3
"Dei a TV de presente para o meu Neto, e está tudo OK.","['Dei', 'a', 'TV', 'de', 'presente', 'para', 'o', 'meu', 'Neto', ',', 'e', 'está', 'tudo', 'OK', '.']",['tv'],['está tudo ok'],[],[],,"[[2, 3]]","[[11, 14]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",825,1,1,3
"Amei!!! Aparelho fácil de usar e de fácil configuração! Acesso rápido a internet. Show de bola! Vou comprar a de 48""""","['Amei', '!', '!', '!', 'Aparelho', 'fácil', 'de', 'usar', 'e', 'de', 'fácil', 'configuração', '!', 'Acesso', 'rápido', 'a', 'internet', '.', 'Show', 'de', 'bola', '!', 'Vou', 'comprar', 'a', 'de', '48', '""', '""']","['configuração', 'internet']","['fácil', 'acesso rápido']","['produto', 'usabilidade', 'produto']","['amei', 'fácil de usar', 'show de bola']",,"[[11, 12], [16, 17]]","[[10, 11], [13, 15]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",523,2,1,3
Só deixa a desejar a parte de som dela mas não deixaria de comprar por causa disto.,"['Só', 'deixa', 'a', 'desejar', 'a', 'parte', 'de', 'som', 'd', 'ela', 'mas', 'não', 'deixaria', 'de', 'comprar', 'por', 'causa', 'd', 'isto', '.']",['som'],['deixa a desejar'],[],[],,"[[7, 8]]","[[1, 4]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",564,1,1,3
"Atende a necessidade para quarto de criança, porém o volume deixa a desejar.","['Atende', 'a', 'necessidade', 'para', 'quarto', 'de', 'criança', ',', 'porém', 'o', 'volume', 'deixa', 'a', 'desejar', '.']",['volume'],['deixa a desejar'],['produto'],['atende a necessidade'],,"[[10, 11]]","[[11, 14]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",496,1,1,3
"Adorei a Smart Samsung, pois atendeu a todas as minhas expectativas, o melhor, superou minhas expectativas, pois tem muitas funções a mais do que eu esperava. Chegou antes do prazo previsto... Super recomendo.","['Adorei', 'a', 'Smart', 'Samsung', ',', 'pois', 'atendeu', 'a', 'todas', 'as', 'minhas', 'expectativas', ',', 'o', 'melhor', ',', 'superou', 'minhas', 'expectativas', ',', 'pois', 'tem', 'muitas', 'funções', 'a', 'mais', 'do', 'que', 'eu', 'esperava', '.', 'Chegou', 'antes', 'do', 'prazo', 'previsto', '...', 'Super', 'recomendo', '.']","['smart samsung', 'smart samsung', 'smart samsung', 'funções']","['adorei', 'atendeu a todas as minhas expectativas', 'superou minhas expectativas', 'tem muitas']","['entrega', 'produto']","['antes do prazo previsto', 'super recomendo']",,"[[2, 4], [2, 4], [2, 4], [23, 24]]","[[0, 1], [6, 12], [16, 19], [21, 23]]","['O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",994,2,1,3
amei a tv melhor do que eu esperava e a entrega foi antes do dia ameiiiii,"['amei', 'a', 'tv', 'melhor', 'do', 'que', 'eu', 'esperava', 'e', 'a', 'entrega', 'foi', 'antes', 'do', 'dia', 'ameiiiii']","['tv', 'entrega']","['amei', 'antes do dia ameiiiii']",[],[],,"[[2, 3], [10, 11]]","[[0, 1], [12, 16]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",27,2,1,3
"Muito boa TV! Bons recursos e imagem excelente! O som poderia ser melhor, mas nada de tão ruim...","['Muito', 'boa', 'TV', '!', 'Bons', 'recursos', 'e', 'imagem', 'excelente', '!', 'O', 'som', 'poderia', 'ser', 'melhor', ',', 'mas', 'nada', 'de', 'tão', 'ruim', '...']","['tv', 'recursos', 'imagem', 'som']","['muito boa', 'bons', 'excelente', 'poderia ser melhor']",[],[],,"[[2, 3], [5, 6], [7, 8], [11, 12]]","[[0, 2], [4, 5], [8, 9], [12, 15]]","['O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",845,4,1,3
"Ótimo produto, superou as espectativas. Loja está de parabéns, entrega rápida.","['Ótimo', 'produto', ',', 'superou', 'as', 'espectativas', '.', 'Loja', 'está', 'de', 'parabéns', ',', 'entrega', 'rápida', '.']","['produto', 'entrega']","['ótimo', 'rápida']",['produto'],['superou as espectativas'],,"[[1, 2], [12, 13]]","[[0, 1], [13, 14]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']",324,2,1,3
"Smart TV superou minhas expectativas, funções com controle intuitivos, design moderno, consumo de energia A, recomendo.","['Smart', 'TV', 'superou', 'minhas', 'expectativas', ',', 'funções', 'com', 'controle', 'intuitivos', ',', 'design', 'moderno', ',', 'consumo', 'de', 'energia', 'A', ',', 'recomendo', '.']","['smart tv', 'funções com controle', 'design', 'consumo de energia']","['superou minhas expectativas', 'intuitivos', 'moderno', 'a']",['produto'],['recomendo'],,"[[0, 2], [6, 9], [11, 12], [14, 17]]","[[2, 5], [9, 10], [12, 13], [17, 18]]","['B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O']",506,4,1,3
"Tudo funcionou muito bem nesta compra, desde o pedido pelo aplicativo até a entrega muito eficaz, visto que a compra foi feita na Black Friday chegou bem antes do esperado! A TV é ótima! Recomendo e voltarei a comprar!","['Tudo', 'funcionou', 'muito', 'bem', 'n', 'esta', 'compra', ',', 'desde', 'o', 'pedido', 'pelo', 'aplicativo', 'até', 'a', 'entrega', 'muito', 'eficaz', ',', 'visto', 'que', 'a', 'compra', 'foi', 'feita', 'na', 'Black', 'Friday', 'chegou', 'bem', 'antes', 'do', 'esperado', '!', 'A', 'TV', 'é', 'ótima', '!', 'Recomendo', 'e', 'voltarei', 'a', 'comprar', '!']","['entrega', 'tv']","['muito eficaz', 'ótima']",['produto'],['recomendo'],,"[[15, 16], [35, 36]]","[[16, 18], [37, 38]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",893,2,1,3
"Comprei o produto para meu quarto, atendeu todas as minhas expectativas conforme informações técnicas. Eu recomendo, e a Americanas meus parabéns pela entrega antecipada! Extremamente grato!","['Comprei', 'o', 'produto', 'para', 'meu', 'quarto', ',', 'atendeu', 'todas', 'as', 'minhas', 'expectativas', 'conforme', 'informações', 'técnicas', '.', 'Eu', 'recomendo', ',', 'e', 'a', 'Americanas', 'meus', 'parabéns', 'pela', 'entrega', 'antecipada', '!', 'Extremamente', 'grato', '!']","['produto', 'entrega']","['atendeu todas as minhas expectativas', 'antecipada']","['produto', 'produto']","['recomendo', 'extremamente grato']",,"[[2, 3], [25, 26]]","[[7, 12], [26, 27]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",704,2,1,3
